Field=#~Integer~#~50|Field=Line #~String~Line #~100|Field=Name~String~Name~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Manufacturer 2~String~Manufacturer 2~100|Field=Manufacturer Lifecycle 2~String~Manufacturer Lifecycle 2~100|Field=Manufacturer Part Number 2~String~Manufacturer Part Number 2~100|Field=Supplier 2~String~Supplier 2~100|Field=Supplier Currency 2~String~Supplier Currency 2~100|Field=Supplier Order Qty 2~Integer~Supplier Order Qty 2~100|Field=Supplier Part Number 2~String~Supplier Part Number 2~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Stock 2~Integer~Supplier Stock 2~100|Field=Supplier Subtotal 2~Float~Supplier Subtotal 2~100|Field=Supplier Unit Price 2~Float~Supplier Unit Price 2~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~2|ReportField=ProjectFileName~GameBoard_V1I1.PrjPcb|ReportField=ProjectFullPath~C:\Users\mbeach\Documents\Altium\Projects\Design Files\iMX6 GameBoard\V1I1\GameBoard_V1I1.PrjPcb|ReportField=Title~Bill of Materials For BOM Document [GameBoard_V1I1.BomDoc]|ReportField=ReportTime~12:49:34 AM|ReportField=ReportDate~11/3/2018|ReportField=ReportDateTime~11/3/2018 12:49:34 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~Prototype|ReportField=TotalQuantity~1482|ReportField=TotalActualPrice~5761.51|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=ClientCompanyName~BeachBoards|ReportField=ClientContactEmail~beachm720@gmail.com|ReportField=ClientContactName~Matthew Beach|ReportField=ClientWebsite~|ReportField=Company~(c) 2018 BEACHBOARDS|ReportField=NotFitted~NF|ReportField=Project~GameBoard|ReportField=VersionRevision~V1I1|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~11/3/2018|ReportField=CurrentTime~12:44:06 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\mbeach\Documents\Altium\Projects\Design Files\iMX6 GameBoard\V1I1\[01] - COVER PAGE.SchDoc|ReportField=DocumentName~[01] - COVER PAGE.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~5/10/2018|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.52:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=4:PrintQuality=600:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A4:PaperIndex=9|ReportField=ProjectName~GameBoard_V1I1.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~34|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~GameBoard_V1I1.BomDoc|ReportField=DataSourceFullPath~C:\Users\mbeach\Documents\Altium\Projects\Design Files\iMX6 GameBoard\V1I1\GameBoard_V1I1.BomDoc|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
57||LINK|CONN JUMPER SHORTING .100" GOLD|LINK1, LINK2, LINK3, LINK4|4|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSullins%26mpn%3DQPC02SXGN-RC%26seller%3DDigi-Key%26sku%3DS9337-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Sullins{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSullins%26mpn%3DQPC02SXGN-RC%26seller%3DDigi-Key%26sku%3DS9337-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}QPC02SXGN-RC{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSullins%26mpn%3DQPC02SXGN-RC%26seller%3DDigi-Key%26sku%3DS9337-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}S9337-ND{URL.TIP}Supplier|0.059|0.708|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|560137|||
58||LINK|CONN JUMPER SHORTING .100" GOLD|LINK5, LINK6|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSullins%26mpn%3DQPC02SXGN-RC%26seller%3DDigi-Key%26sku%3DS9337-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Sullins{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSullins%26mpn%3DQPC02SXGN-RC%26seller%3DDigi-Key%26sku%3DS9337-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}QPC02SXGN-RC{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSullins%26mpn%3DQPC02SXGN-RC%26seller%3DDigi-Key%26sku%3DS9337-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}S9337-ND{URL.TIP}Supplier|0.059|0.708|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|560137|||
59||L829-1J1T-43|CONN MAGJACK 1PORT SHLD 1000BT|J8|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBel%26mpn%3DL829-1J1T-43%26seller%3DDigi-Key%26sku%3D380-1110-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Bel{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBel%26mpn%3DL829-1J1T-43%26seller%3DDigi-Key%26sku%3D380-1110-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}L829-1J1T-43{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBel%26mpn%3DL829-1J1T-43%26seller%3DDigi-Key%26sku%3D380-1110-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}380-1110-ND{URL.TIP}Supplier|6.19|12.38|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|21207|||
60||693071010811|CONN MICRO SD 8 POS SMD|J11|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D693071010811%26seller%3DDigi-Key%26sku%3D732-3819-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D693071010811%26seller%3DDigi-Key%26sku%3D732-3819-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}693071010811{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D693071010811%26seller%3DDigi-Key%26sku%3D732-3819-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}732-3819-1-ND{URL.TIP}Supplier|2.92|5.84|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|8723|||
61||MM60-52B1-E1-R650|CONN MINI EXPRESS CARD 52POS SMD|J2|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DJAE%2520Electronics%26mpn%3DMM60-52B1-E1-R650%26seller%3DDigi-Key%26sku%3D670-2275-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}JAE%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DJAE%2520Electronics%26mpn%3DMM60-52B1-E1-R650%26seller%3DDigi-Key%26sku%3D670-2275-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MM60-52B1-E1-R650{URL.TIP}Manufacturer|Not Recommended for New Design|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DJAE%2520Electronics%26mpn%3DMM60-52B1-E1-R650%26seller%3DDigi-Key%26sku%3D670-2275-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}670-2275-1-ND{URL.TIP}Supplier|2.16|4.32|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|111882|||
62||MM60-EZH059-B5-R650|CONN MINI EXPRESS CARD LATCH SMD|J3|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DJAE%2520Electronics%26mpn%3DMM60-EZH059-B5-R650%26seller%3DDigi-Key%26sku%3D670-2277-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}JAE%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DJAE%2520Electronics%26mpn%3DMM60-EZH059-B5-R650%26seller%3DDigi-Key%26sku%3D670-2277-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MM60-EZH059-B5-R650{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DJAE%2520Electronics%26mpn%3DMM60-EZH059-B5-R650%26seller%3DDigi-Key%26sku%3D670-2277-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}670-2277-1-ND{URL.TIP}Supplier|1.22|2.44|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|4411|||
63||PJ-002AH|CONN PWR JACK 2.1X5.5MM HIGH CUR|J17|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DCUI%26mpn%3DPJ-002AH%26seller%3DDigi-Key%26sku%3DCP-002AH-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}CUI{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DCUI%26mpn%3DPJ-002AH%26seller%3DDigi-Key%26sku%3DCP-002AH-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}PJ-002AH{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DCUI%26mpn%3DPJ-002AH%26seller%3DDigi-Key%26sku%3DCP-002AH-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}CP-002AH-ND{URL.TIP}Supplier|0.74|1.48|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|176452|||
64||SSW-110-01-F-S|CONN RCPT 10POS .100" DUAL GOLD|J12, J14|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%26mpn%3DSSW-110-01-F-S%26seller%3DDigi-Key%26sku%3DSAM10029-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Samtec{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%26mpn%3DSSW-110-01-F-S%26seller%3DDigi-Key%26sku%3DSAM10029-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SSW-110-01-F-S{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSamtec%26mpn%3DSSW-110-01-F-S%26seller%3DDigi-Key%26sku%3DSAM10029-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}SAM10029-ND{URL.TIP}Supplier|1.49|5.96|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|1006|||
65||47151-0001|CONN RCPT 19POS HDMI RT ANG SMD|J1|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D47151-0001%26seller%3DDigi-Key%26sku%3DWM19086CT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Molex{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D47151-0001%26seller%3DDigi-Key%26sku%3DWM19086CT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}47151-0001{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D47151-0001%26seller%3DDigi-Key%26sku%3DWM19086CT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}WM19086CT-ND{URL.TIP}Supplier|2.7|5.4|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|26018|||
66||USB MICRO AB|CONN RCPT MICRO USB AB R/A SMD|J5, J18|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D0475890001%26seller%3DDigi-Key%26sku%3DWM17143CT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Molex{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D0475890001%26seller%3DDigi-Key%26sku%3DWM17143CT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}0475890001{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D0475890001%26seller%3DDigi-Key%26sku%3DWM17143CT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}WM17143CT-ND{URL.TIP}Supplier|0.83|3.32|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|112168|||
67||0471554001|CONN SATA HDR 7POS PCB VERT|J9|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D0471554001%26seller%3DDigi-Key%26sku%3DWM4059-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Molex{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D0471554001%26seller%3DDigi-Key%26sku%3DWM4059-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}0471554001{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D0471554001%26seller%3DDigi-Key%26sku%3DWM4059-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}WM4059-ND{URL.TIP}Supplier|0|0|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|0|||
68||693022010811|CONN SMART CARD|J4|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D693022010811%26seller%3DDigi-Key%26sku%3D732-5957-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D693022010811%26seller%3DDigi-Key%26sku%3D732-5957-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}693022010811{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D693022010811%26seller%3DDigi-Key%26sku%3D732-5957-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}732-5957-1-ND{URL.TIP}Supplier|1.77|3.54|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|6533|||
69||Coax Conn|CONN SMP PLUG STR 50 OHM SMD|SMP1, SMP2|2|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
70||7M-12.000MAHE-T|CRYSTAL 12MHZ 12PF SMD|Y5|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%26mpn%3D7M-12.000MAHE-T%26seller%3DDigi-Key%26sku%3D887-1775-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}TXC{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%26mpn%3D7M-12.000MAHE-T%26seller%3DDigi-Key%26sku%3D887-1775-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}7M-12.000MAHE-T{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%26mpn%3D7M-12.000MAHE-T%26seller%3DDigi-Key%26sku%3D887-1775-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}887-1775-1-ND{URL.TIP}Supplier|1|2|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|16216|||
71||7M-20.000MAAJ-T|CRYSTAL 20MHZ 18PF SMD|Y6|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%26mpn%3D7M-20.000MAAJ-T%26seller%3DDigi-Key%26sku%3D887-1129-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}TXC{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%26mpn%3D7M-20.000MAAJ-T%26seller%3DDigi-Key%26sku%3D887-1129-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}7M-20.000MAAJ-T{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%26mpn%3D7M-20.000MAAJ-T%26seller%3DDigi-Key%26sku%3D887-1129-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}887-1129-1-ND{URL.TIP}Supplier|1|2|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|48592|||
72||24MHz|CRYSTAL 24MHZ 18PF SMD|Y1, Y4|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABM8-24.000MHZ-R60-D-1-W-T%26seller%3DDigi-Key%26sku%3D535-10155-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Abracon{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABM8-24.000MHZ-R60-D-1-W-T%26seller%3DDigi-Key%26sku%3D535-10155-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ABM8-24.000MHZ-R60-D-1-W-T{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABM8-24.000MHZ-R60-D-1-W-T%26seller%3DDigi-Key%26sku%3D535-10155-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}535-10155-1-ND{URL.TIP}Supplier|1.12|4.48|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|15987|||
73||25.000MHz|CRYSTAL 25MHZ 18PF SMD|Y3|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABM8G-25.000MHZ-18-D2Y-T%26seller%3DDigi-Key%26sku%3D535-10275-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Abracon{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABM8G-25.000MHZ-18-D2Y-T%26seller%3DDigi-Key%26sku%3D535-10275-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ABM8G-25.000MHZ-18-D2Y-T{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABM8G-25.000MHZ-18-D2Y-T%26seller%3DDigi-Key%26sku%3D535-10275-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}535-10275-1-ND{URL.TIP}Supplier|0.73|1.46|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|80420|||
74||32.768kHz|CRYSTAL 32.768 KHZ 9.0 PF SMD|Y2|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABS06-32.768KHZ-9-1-T%26seller%3DDigi-Key%26sku%3D535-10247-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Abracon{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABS06-32.768KHZ-9-1-T%26seller%3DDigi-Key%26sku%3D535-10247-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ABS06-32.768KHZ-9-1-T{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAbracon%26mpn%3DABS06-32.768KHZ-9-1-T%26seller%3DDigi-Key%26sku%3D535-10247-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}535-10247-1-ND{URL.TIP}Supplier|0.83|1.66|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|54418|||
75||TFP401AIPZPRQ1|Digital Receiver 3RX 100-Pin HTQFP EP T/R|U42|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTFP401AIPZPRQ1%26seller%3DMouser%26sku%3D595-TFP401AIPZPRQ1%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTFP401AIPZPRQ1%26seller%3DMouser%26sku%3D595-TFP401AIPZPRQ1%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TFP401AIPZPRQ1{URL.TIP}Manufacturer|Volume Production|Mouser|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTFP401AIPZPRQ1%26seller%3DMouser%26sku%3D595-TFP401AIPZPRQ1%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-TFP401AIPZPRQ1{URL.TIP}Supplier|9.67|19.34|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|5197|||
